City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
276,Zhigansk,RU,2021-10-20 00:02:14,66.7697,123.3711,32.04,98,100,10.42
277,Fare,PF,2021-10-20 00:02:14,-16.7,-151.0167,79.75,76,99,11.95
278,Egvekinot,RU,2021-10-20 00:02:15,66.3167,-179.1667,20.84,84,100,16.13
279,Bonthe,SL,2021-10-20 00:02:15,7.5264,-12.505,78.96,84,78,4.05
280,Adrar,MR,2021-10-20 00:02:15,20.5022,-10.0711,79.77,13,3,11.1
281,Husavik,IS,2021-10-20 00:02:16,66.0449,-17.3389,33.22,65,100,22.32
282,Eregli,TR,2021-10-20 00:02:16,37.5133,34.0467,54.79,51,97,3.6
283,Bundaberg,AU,2021-10-20 00:02:17,-24.85,152.35,83.21,55,2,5.01
284,Asosa,ET,2021-10-20 00:02:17,10.0667,34.5333,61.52,68,60,5.46
285,Kokstad,ZA,2021-10-20 00:00:28,-30.5472,29.4241,44.76,95,12,3.24
286,Kandrian,PG,2021-10-20 00:02:18,-6.2167,149.55,83.98,72,68,4.36
287,Zhoukou,CN,2021-10-20 00:02:18,33.6333,114.6333,51.13,83,100,4.68
288,Zheleznodorozhnyy,RU,2021-10-20 00:02:19,55.7503,38.0042,35.78,91,98,7.36
289,Agadir,MA,2021-10-20 00:02:19,30.4202,-9.5982,63.05,47,73,9.6
290,Rauma,FI,2021-10-20 00:02:19,61.1272,21.5113,41.04,87,100,23.11
291,Clyde River,CA,2021-10-20 00:02:20,70.4692,-68.5914,29.57,79,73,4.27
292,Omboue,GA,2021-10-20 00:02:20,-1.5746,9.2618,76.1,85,89,5.77
293,Qandala,SO,2021-10-20 00:02:21,11.472,49.8728,81.75,46,95,2.28
294,Te Anau,NZ,2021-10-20 00:02:21,-45.4167,167.7167,52.11,51,6,2.91
295,Lata,PT,2021-10-20 00:02:21,40.1629,-8.3327,65.8,79,92,2.04
296,Gigmoto,PH,2021-10-20 00:02:22,13.7796,124.39,80.56,87,94,6.8
297,Swellendam,ZA,2021-10-20 00:02:22,-34.0226,20.4417,55.96,75,0,2.3
298,Flin Flon,CA,2021-10-20 00:02:23,54.7682,-101.865,35.37,62,80,4.9
299,Kirkwall,GB,2021-10-20 00:02:23,58.9848,-2.9587,56.97,90,75,11.5
300,Villarrobledo,ES,2021-10-20 00:02:24,39.2699,-2.6012,61.77,72,43,12.1
301,Meulaboh,ID,2021-10-20 00:01:44,4.1363,96.1285,76.51,87,97,3.94
302,Biak,ID,2021-10-20 00:02:24,-0.9131,122.8766,81.52,69,76,3.42
303,Vaitape,PF,2021-10-20 00:02:25,-16.5167,-151.75,80.62,72,98,11.27
304,Arroyo,ES,2021-10-20 00:02:25,41.6096,-4.7969,63.72,77,0,6.91
305,Coihaique,CL,2021-10-20 00:02:26,-45.5752,-72.0662,53.82,93,1,5.01
306,Moa,CU,2021-10-20 00:02:26,20.6569,-74.9403,78.73,82,67,6.35
307,Sorokino,RU,2021-10-20 00:02:27,53.75,84.9167,37.29,67,95,4.38
308,Abu Zabad,SD,2021-10-20 00:02:27,12.35,29.25,82.06,29,64,10.8
309,Ugoofaaru,MV,2021-10-20 00:02:27,5.6667,73.0,81.34,72,80,12.33
310,Williston,US,2021-10-20 00:00:00,48.147,-103.618,44.31,55,27,3.0
311,Dobric,RS,2021-10-20 00:02:28,44.7019,19.5814,43.05,78,98,3.98
312,Puerto Escondido,MX,2021-10-20 00:02:29,15.85,-97.0667,81.99,77,91,1.97
313,Dolinsk,RU,2021-10-20 00:02:29,47.35,142.8,35.46,78,100,16.64
314,Ocampo,MX,2021-10-20 00:02:30,21.65,-101.5,66.96,47,57,3.62
315,Gat,IL,2021-10-20 00:02:30,31.61,34.7642,69.4,71,64,5.66
316,Borovichi,RU,2021-10-20 00:02:30,58.3878,33.9155,29.08,88,97,3.67
317,Joao Pinheiro,BR,2021-10-20 00:02:31,-17.7425,-46.1725,70.05,77,93,1.92
318,Aswan,EG,2021-10-20 00:02:31,24.0934,32.907,74.43,34,0,13.69
319,Tigil,RU,2021-10-20 00:02:32,57.8,158.6667,25.23,74,100,16.6
320,Salamiyah,SY,2021-10-20 00:02:32,35.0113,37.0532,61.25,81,0,7.67
321,Iranshahr,IR,2021-10-20 00:02:32,27.2025,60.6848,77.32,22,0,2.15
322,Kempsey,AU,2021-10-20 00:02:33,-31.0833,152.8333,63.45,87,98,3.31
323,Fortuna,US,2021-10-20 00:02:33,40.5982,-124.1573,64.65,41,75,24.16
324,Yumen,CN,2021-10-20 00:02:31,40.2833,97.2,35.91,37,72,8.3
325,Cap-Aux-Meules,CA,2021-10-20 00:02:01,47.3821,-61.8597,51.6,68,100,10.63
326,Castro,BR,2021-10-20 00:02:34,-24.7911,-50.0119,51.58,98,100,7.49
327,Walvis Bay,NA,2021-10-20 00:02:35,-22.9575,14.5053,58.08,94,73,10.09
328,Nanning,CN,2021-10-20 00:00:07,22.8167,108.3167,73.47,94,100,8.48
329,Alta Floresta,BR,2021-10-19 23:59:57,-9.8756,-56.0861,74.14,79,99,2.59
330,Ostrovnoy,RU,2021-10-20 00:02:09,68.0531,39.5131,32.88,68,97,18.61
331,Shenjiamen,CN,2021-10-20 00:02:36,29.9576,122.298,62.92,73,100,17.94
332,Bhiwani,IN,2021-10-20 00:02:36,28.7833,76.1333,74.52,42,0,2.62
333,Kamaishi,JP,2021-10-20 00:02:36,39.2667,141.8833,54.55,75,100,11.03
334,Urumqi,CN,2021-10-20 00:02:37,43.801,87.6005,41.95,57,0,4.47
335,Khromtau,KZ,2021-10-20 00:02:37,50.2503,58.4347,44.58,92,99,12.64
336,Ariquemes,BR,2021-10-20 00:02:04,-9.9133,-63.0408,77.05,79,57,1.66
337,Richards Bay,ZA,2021-10-20 00:02:38,-28.783,32.0377,60.15,73,99,4.81
338,Kidal,ML,2021-10-20 00:02:38,18.4411,1.4078,82.33,13,8,14.7
339,Poum,NC,2021-10-20 00:02:39,-20.2333,164.0167,76.59,79,100,6.87
340,Tual,ID,2021-10-20 00:02:39,-5.6667,132.75,82.27,80,87,6.78
341,Goundam,ML,2021-10-20 00:02:39,16.4145,-3.6708,89.8,21,65,6.82
342,Thinadhoo,MV,2021-10-20 00:02:40,0.5333,72.9333,82.81,75,32,14.34
343,Pangnirtung,CA,2021-10-20 00:02:40,66.1451,-65.7125,34.68,69,100,2.35
344,Khani,GE,2021-10-20 00:01:52,41.9563,42.9566,47.77,99,100,4.36
345,Sanming,CN,2021-10-20 00:02:41,26.2486,117.6186,65.88,93,99,1.39
346,Zwedru,LR,2021-10-20 00:02:41,6.0667,-8.1281,72.3,99,92,2.64
347,Mana,GF,2021-10-20 00:02:42,5.6592,-53.7767,77.31,89,95,5.7
348,Lola,GN,2021-10-20 00:02:42,7.8,-8.5333,69.82,98,100,2.73
349,Tevaitoa,PF,2021-10-20 00:02:43,-16.7833,-151.5,80.15,75,99,11.83
350,Lazaro Cardenas,MX,2021-10-20 00:02:43,17.9583,-102.2,81.59,82,100,2.13
351,Khor,RU,2021-10-20 00:02:43,47.8861,134.9464,30.2,42,54,5.08
352,Sompeta,IN,2021-10-20 00:02:44,18.9333,84.6,79.03,86,99,3.53
353,Huarmey,PE,2021-10-20 00:02:45,-10.0681,-78.1522,65.08,84,86,8.23
354,Fallon,US,2021-10-20 00:02:45,39.4735,-118.7774,63.43,35,96,4.7
355,Tessalit,ML,2021-10-20 00:02:11,20.1986,1.0114,75.67,19,0,16.2
356,Madison,US,2021-10-19 23:59:41,34.7334,-86.5667,64.78,76,1,3.0
357,Salalah,OM,2021-10-20 00:00:27,17.0151,54.0924,75.15,82,82,2.64
358,Chekhov,RU,2021-10-20 00:02:46,55.1431,37.4711,35.49,88,96,7.56
359,Namibe,AO,2021-10-20 00:02:46,-15.1961,12.1522,64.83,89,52,4.34
360,Madang,PG,2021-10-20 00:02:47,-5.2246,145.7966,82.53,79,90,0.89
361,Dudinka,RU,2021-10-20 00:02:47,69.4058,86.1778,32.65,98,100,14.97
362,Waitati,NZ,2021-10-20 00:02:47,-45.75,170.5667,53.8,49,22,5.79
363,Qingdao,CN,2021-10-20 00:02:48,36.0986,120.3719,50.25,54,100,6.26
364,Sitka,US,2021-10-19 23:58:05,57.0531,-135.33,45.18,78,100,8.61
365,Kimbe,PG,2021-10-20 00:02:48,-5.5502,150.1429,87.73,62,66,2.51
366,Kultuk,RU,2021-10-20 00:02:49,51.7208,103.6956,33.4,75,33,5.14
367,Coxim,BR,2021-10-20 00:02:49,-18.5067,-54.76,80.19,58,63,1.48
368,Goderich,CA,2021-10-20 00:02:50,43.7501,-81.7165,59.92,77,48,11.27
369,Shingu,JP,2021-10-20 00:02:50,33.7333,135.9833,59.94,53,97,9.48
370,Ayorou,NE,2021-10-20 00:02:51,14.7308,0.9174,87.22,39,46,5.55
371,Kikwit,CD,2021-10-20 00:02:51,-5.041,18.8162,68.43,99,79,1.68
372,Ketchikan,US,2021-10-20 00:02:51,55.3422,-131.6461,48.22,70,100,4.45
373,Goya,AR,2021-10-20 00:02:43,-29.14,-59.2626,65.52,47,0,7.83
374,Plettenberg Bay,ZA,2021-10-20 00:02:52,-34.0527,23.3716,57.63,65,0,4.92
375,Chuy,UY,2021-10-20 00:02:53,-33.6971,-53.4616,55.4,79,14,7.49
376,Stony Plain,CA,2021-10-20 00:02:02,53.5334,-114.0021,48.09,56,94,7.0
377,Havelock,US,2021-10-20 00:02:53,34.8791,-76.9013,67.95,74,0,4.59
378,Zyryanka,RU,2021-10-20 00:02:54,65.75,150.85,2.95,70,34,7.14
379,Roma,US,2021-10-20 00:02:54,43.2128,-75.4557,60.84,64,1,4.61
380,Skovorodino,RU,2021-10-20 00:02:54,53.9833,123.9167,29.41,62,15,1.25
381,Birao,CF,2021-10-20 00:02:55,10.2849,22.7882,74.3,83,69,2.91
382,Mercedes,AR,2021-10-20 00:02:55,-34.6515,-59.4307,63.84,51,0,8.37
383,Jaworzno,PL,2021-10-20 00:02:56,50.2053,19.275,53.06,89,93,8.72
384,Klyuchi,RU,2021-10-20 00:02:56,52.2667,79.1667,38.03,76,72,7.56
385,Heide,DE,2021-10-20 00:02:56,54.2,9.1,62.69,90,100,19.39
386,Chichester,GB,2021-10-20 00:02:05,50.8367,-0.78,63.21,97,100,8.99
387,Okitipupa,NG,2021-10-20 00:02:57,6.5047,4.7839,74.93,96,100,1.3
388,Chikitigarh,IN,2021-10-20 00:02:58,19.2,84.6167,77.36,88,100,2.84
389,Port Moresby,PG,2021-10-20 00:02:58,-9.4431,147.1797,84.52,70,45,3.89
390,Tooele,US,2021-10-20 00:01:07,40.5308,-112.2983,47.28,87,90,6.91
391,Poronaysk,RU,2021-10-20 00:02:59,49.2167,143.1167,32.38,52,73,11.41
392,Loanda,AO,2021-10-20 00:02:59,-8.8368,13.2343,74.3,81,94,7.14
393,Nanortalik,GL,2021-10-20 00:02:59,60.1432,-45.2371,39.54,52,0,1.63
394,Tazovskiy,RU,2021-10-20 00:03:00,67.4667,78.7,37.22,99,100,14.9
395,Kurchum,KZ,2021-10-20 00:03:00,48.5722,83.6542,43.66,38,0,3.62
396,Magway,MM,2021-10-20 00:03:01,20.15,94.9167,74.84,96,74,7.45
397,Esperance,AU,2021-10-20 00:03:01,-33.8667,121.9,62.44,70,85,33.55
398,Puri,IN,2021-10-20 00:02:20,19.8,85.85,79.32,81,100,5.55
399,Chapais,CA,2021-10-20 00:02:42,49.7834,-74.8492,40.78,92,100,6.38
400,Presidencia Roque Saenz Pena,AR,2021-10-20 00:03:02,-26.7852,-60.4388,65.75,41,0,6.38
401,Severo-Kurilsk,RU,2021-10-20 00:03:02,50.6789,156.125,37.54,97,98,3.85
402,Vila Franca Do Campo,PT,2021-10-20 00:03:03,37.7167,-25.4333,64.81,76,0,3.06
403,Tourlaville,FR,2021-10-20 00:03:04,49.6383,-1.5664,62.65,82,90,27.63
404,Quelimane,MZ,2021-10-20 00:03:04,-17.8786,36.8883,72.16,85,25,9.04
405,Nurota,UZ,2021-10-20 00:03:05,40.5614,65.6886,44.69,17,5,5.7
406,Lawrenceburg,US,2021-10-20 00:00:38,38.0373,-84.8966,63.07,80,1,0.0
407,Jibuti,DJ,2021-10-20 00:03:06,11.5,42.5,76.71,71,45,11.43
408,Bonavista,CA,2021-10-20 00:03:06,48.6499,-53.1147,48.11,85,48,6.55
409,Taseyevo,RU,2021-10-20 00:03:07,57.2169,94.8978,34.36,91,71,3.09
410,Mildura,AU,2021-10-20 00:03:07,-34.2,142.15,71.08,38,39,16.08
411,Tatahuicapan,MX,2021-10-20 00:03:08,18.2333,-94.75,81.23,86,100,4.25
412,Alexandria,EG,2021-10-20 00:03:08,31.2156,29.9553,71.56,62,52,11.52
413,Sulzbach-Rosenberg,DE,2021-10-20 00:03:09,49.4983,11.7517,52.23,81,38,4.74
414,Narasannapeta,IN,2021-10-20 00:03:09,18.4167,84.05,78.21,89,100,3.62
415,Avera,US,2021-10-20 00:03:09,33.194,-82.5271,64.71,44,2,3.33
416,Novyy Urengoy,RU,2021-10-20 00:03:10,66.0833,76.6333,40.68,91,100,20.71
417,Nkhotakota,MW,2021-10-20 00:03:10,-12.9274,34.2961,77.52,63,35,17.92
418,Puerres,CO,2021-10-20 00:03:11,1.1937,-77.2666,49.93,95,88,4.76
419,Smithers,CA,2021-10-20 00:00:07,54.7804,-127.1743,43.18,68,100,2.82
420,Rocha,UY,2021-10-20 00:03:11,-34.4833,-54.3333,51.13,89,5,6.46
421,Port Lincoln,AU,2021-10-20 00:00:06,-34.7333,135.8667,67.53,53,100,26.13
422,Shilka,RU,2021-10-20 00:03:12,51.85,116.0333,23.76,89,55,2.62
423,Beruwala,LK,2021-10-20 00:03:13,6.4788,79.9828,79.18,81,89,4.61
424,Pingliang,CN,2021-10-20 00:03:13,35.5392,106.6861,43.75,93,100,1.88
425,Derzhavinsk,KZ,2021-10-20 00:03:14,51.1,66.3167,45.91,38,99,9.53
426,Ust-Nera,RU,2021-10-20 00:03:14,64.5667,143.2,-0.67,95,68,3.91
427,Raga,SS,2021-10-20 00:03:15,8.4596,25.678,72.16,87,100,3.44
428,Carson City,US,2021-10-20 00:03:15,39.1638,-119.7674,61.18,32,1,3.0
429,Honiara,SB,2021-10-20 00:03:15,-9.4333,159.95,86.72,66,96,4.56
430,Rio Gallegos,AR,2021-10-20 00:03:16,-51.6226,-69.2181,63.79,49,40,11.25
431,Ypsilanti,US,2021-10-19 23:59:07,42.2412,-83.613,66.6,72,78,8.5
432,Tuatapere,NZ,2021-10-20 00:01:49,-46.1333,167.6833,53.08,53,46,4.43
433,Half Moon Bay,US,2021-10-19 23:59:28,37.4636,-122.4286,70.92,45,99,12.15
434,Baile Govora,RO,2021-10-20 00:03:17,45.0833,24.1833,43.45,83,31,2.84
435,Sakakah,SA,2021-10-20 00:03:17,29.9697,40.2064,69.62,37,6,7.07
436,Boa Vista,BR,2021-10-20 00:01:37,2.8197,-60.6733,77.7,82,59,5.01
437,Pacific Grove,US,2021-10-20 00:03:18,36.6177,-121.9166,67.33,73,1,4.0
438,Kalat,PK,2021-10-20 00:03:18,29.0225,66.5916,54.54,19,0,3.74
439,Creel,MX,2021-10-20 00:03:19,27.75,-107.6333,59.38,51,20,10.96
440,Loviisa,FI,2021-10-20 00:03:19,60.4566,26.2251,41.45,74,100,16.31
441,Sinnamary,GF,2021-10-20 00:03:20,5.3833,-52.95,79.68,81,83,8.37
442,Belaya Gora,RU,2021-10-20 00:03:20,68.5333,146.4167,-4.56,96,61,5.06
443,Lufilufi,WS,2021-10-20 00:03:21,-13.8745,-171.5986,81.66,79,85,20.13
444,Bitlis,TR,2021-10-20 00:03:21,38.5,42.25,42.22,74,41,0.31
445,Okato,NZ,2021-10-20 00:03:22,-39.2,173.8833,59.41,63,100,3.47
446,Kindu,CD,2021-10-20 00:03:22,-2.95,25.95,69.49,99,100,0.49
447,Salta,AR,2021-10-20 00:03:22,-24.7859,-65.4117,64.58,56,6,1.01
448,Seymchan,RU,2021-10-20 00:03:23,62.8833,152.4333,6.39,57,21,3.51
449,Red Wing,US,2021-10-20 00:03:23,44.5625,-92.5338,69.66,67,40,0.0
450,San Pedro,PH,2021-10-20 00:03:24,14.35,121.0167,85.32,71,81,11.21
451,Aksu,CN,2021-10-20 00:03:24,41.1231,80.2644,49.37,26,11,3.04
452,Grindavik,IS,2021-10-20 00:03:19,63.8424,-22.4338,36.07,60,0,34.52
453,Gorontalo,ID,2021-10-20 00:03:25,0.5412,123.0595,80.6,80,87,1.39
454,Yambio,SS,2021-10-20 00:03:25,4.5721,28.3955,68.09,97,100,2.75
455,San Andres,CO,2021-10-20 00:03:25,12.5847,-81.7006,82.58,79,100,12.95
456,Xining,CN,2021-10-20 00:03:26,36.6167,101.7667,36.7,100,100,1.48
457,Zhongshu,CN,2021-10-20 00:03:26,24.5167,103.7667,60.26,96,98,9.4
458,Vila,PT,2021-10-20 00:03:27,42.0304,-8.1588,56.75,81,98,5.39
459,Matamoros,MX,2021-10-20 00:03:27,25.5333,-103.25,80.71,39,75,9.22
460,Katsuura,JP,2021-10-20 00:03:28,35.1333,140.3,69.12,78,3,11.07
461,Codrington,AU,2021-10-20 00:02:21,-38.2667,141.9667,60.55,65,90,15.3
462,Drayton Valley,CA,2021-10-20 00:00:58,53.2168,-114.9854,47.91,55,98,15.77
463,Basoko,CD,2021-10-20 00:03:28,1.2391,23.616,69.57,96,100,2.82
464,Saint-Francois,FR,2021-10-20 00:03:29,46.4154,3.9054,52.48,95,0,2.3
465,Mahajanga,MG,2021-10-20 00:03:29,-15.7167,46.3167,73.42,88,20,3.44
466,Zhumadian,CN,2021-10-20 00:02:41,32.9794,114.0294,49.39,91,100,7.65
467,Hambantota,LK,2021-10-20 00:03:30,6.1241,81.1185,78.58,80,98,10.11
468,Port Macquarie,AU,2021-10-20 00:03:30,-31.4333,152.9167,63.37,82,99,7.58
469,Alofi,NU,2021-10-20 00:03:31,-19.0595,-169.9187,75.25,63,36,17.36
470,Acarau,BR,2021-10-20 00:00:12,-2.8856,-40.12,79.63,81,57,13.6
471,Saint-Georges,GD,2021-10-20 00:01:49,12.0564,-61.7485,81.27,78,56,11.3
472,Axim,GH,2021-10-20 00:03:32,4.8699,-2.2405,77.95,86,100,6.29
473,Charlestown,AU,2021-10-20 00:03:32,-32.95,151.6667,67.21,63,46,1.99
474,Northam,GB,2021-10-20 00:03:32,51.0333,-4.2167,61.66,97,100,11.7
475,Kilindoni,TZ,2021-10-20 00:03:33,-7.9139,39.6668,77.25,81,72,10.47
476,Ridgecrest,US,2021-10-20 00:00:32,35.6225,-117.6709,72.68,18,0,4.27
477,Hamilton,US,2021-10-20 00:02:12,39.1834,-84.5333,63.23,74,1,0.0
478,Opuwo,NA,2021-10-20 00:03:34,-18.0607,13.84,68.49,26,12,6.4
479,Ken Caryl,US,2021-10-20 00:03:34,39.5773,-105.1169,53.46,66,70,1.01
480,Manokwari,ID,2021-10-20 00:03:34,-0.8667,134.0833,82.83,69,100,2.48
481,Mayskiy,RU,2021-10-20 00:03:35,47.6931,40.1025,47.44,57,3,8.28
482,Cody,US,2021-10-20 00:03:35,44.5263,-109.0565,39.49,88,90,8.05
483,Monte Aprazivel,BR,2021-10-20 00:00:36,-20.7725,-49.7142,68.67,82,80,13.13
484,Boca Do Acre,BR,2021-10-20 00:03:36,-8.7522,-67.3978,74.59,94,76,2.68
485,Les Herbiers,FR,2021-10-20 00:03:37,46.8667,-1.0167,61.59,73,46,17.25
486,Cotonou,BJ,2021-10-20 00:00:15,6.3654,2.4183,80.78,80,74,12.17
487,Atar,MR,2021-10-20 00:03:37,20.5169,-13.0499,84.09,11,1,8.05
488,Notre-Dame-Du-Lac,CA,2021-10-20 00:03:38,47.6136,-68.7964,44.26,97,100,8.7
489,Kedrovyy,RU,2021-10-20 00:03:38,56.1667,91.8167,23.41,79,37,3.74
490,Kiruna,SE,2021-10-20 00:03:38,67.8557,20.2251,18.52,93,90,6.91
491,Mumford,GH,2021-10-20 00:03:39,5.2618,-0.759,78.44,85,98,8.84
492,Tezu,IN,2021-10-20 00:03:39,27.9167,96.1667,71.19,99,100,3.74
493,Bang Saphan,TH,2021-10-20 00:03:40,11.2126,99.5117,76.71,89,49,2.77
494,Gondanglegi,ID,2021-10-20 00:03:40,-7.7479,112.0132,82.24,71,96,15.26
495,Ikwiriri,TZ,2021-10-20 00:03:41,-7.9562,38.9716,72.77,90,90,2.15
496,Umm Lajj,SA,2021-10-20 00:03:41,25.0213,37.2685,78.55,60,0,10.65
497,Maragogi,BR,2021-10-20 00:03:42,-9.0122,-35.2225,77.0,84,100,7.47
498,Coevorden,NL,2021-10-20 00:03:42,52.661,6.7405,62.08,90,97,15.86
499,Kloulklubed,PW,2021-10-20 00:03:42,7.0419,134.2556,86.5,76,100,8.03
500,Palmer,US,2021-10-20 00:03:43,42.1584,-72.3287,58.48,73,20,0.0
501,Storforshei,NO,2021-10-20 00:03:43,66.4043,14.5233,33.66,97,100,6.8
502,Baft,IR,2021-10-20 00:03:44,29.234,56.6057,55.26,54,0,4.14
503,Beisfjord,NO,2021-10-20 00:03:44,68.3751,17.5988,33.96,86,100,11.39
504,Eureka,US,2021-10-20 00:00:42,40.8021,-124.1637,64.92,44,100,8.99
505,Kununurra,AU,2021-10-20 00:03:45,-15.7667,128.7333,89.58,51,41,4.61
506,Sabaudia,IT,2021-10-20 00:03:45,41.3003,13.0282,61.9,62,95,6.15
507,West Fargo,US,2021-10-20 00:03:46,46.875,-96.9004,48.25,81,90,10.0
508,Komsomolskiy,UZ,2021-10-20 00:03:46,40.4272,71.7189,53.02,50,84,6.91
509,Penzance,GB,2021-10-20 00:03:47,50.1186,-5.5371,60.01,94,100,14.58
510,Blagoyevo,RU,2021-10-20 00:03:47,63.3667,47.9167,31.15,89,73,8.34
511,Riyadh,SA,2021-10-20 00:02:04,24.6877,46.7219,76.78,24,18,4.18
512,Sur,OM,2021-10-20 00:03:47,22.5667,59.5289,81.55,47,69,8.41
513,Jiuquan,CN,2021-10-20 00:03:48,39.7432,98.5174,35.46,38,6,2.51
514,Pasighat,IN,2021-10-20 00:03:49,28.0667,95.3333,72.99,98,100,2.21
515,Asau,RO,2021-10-20 00:01:19,46.4333,26.4,46.76,79,50,5.46
516,Lalmohan,BD,2021-10-20 00:03:49,22.3384,90.7419,80.2,87,100,9.84
517,Minab,IR,2021-10-20 00:03:49,27.1467,57.0801,80.51,62,0,0.34
518,Calabozo,VE,2021-10-20 00:02:13,8.9242,-67.4293,83.07,60,93,3.98
519,Colonia,DE,2021-10-20 00:03:50,50.9333,6.95,64.69,82,0,1.01
520,Isla Mujeres,MX,2021-10-20 00:03:51,21.2311,-86.731,78.85,76,100,12.24
521,Harper,LR,2021-10-20 00:03:51,4.375,-7.7169,77.34,88,39,5.64
522,Mendi,PG,2021-10-20 00:03:51,-6.1761,143.6513,64.62,82,94,3.33
523,Umea,SE,2021-10-20 00:03:52,63.8284,20.2597,37.33,100,90,19.57
524,Hirtshals,DK,2021-10-20 00:03:52,57.5881,9.9592,59.86,96,100,25.41
525,Zhangye,CN,2021-10-20 00:03:53,38.9342,100.4517,38.73,39,6,1.48
526,Ivanovka,KG,2021-10-20 00:03:53,42.8878,75.085,43.23,30,75,2.1
527,Katherine,AU,2021-10-20 00:03:54,-14.4667,132.2667,89.92,48,59,14.97
528,Rio Grande,BR,2021-10-20 00:03:54,-32.035,-52.0986,59.95,69,4,11.39
529,Tavira,PT,2021-10-20 00:03:55,37.1273,-7.6486,69.67,75,30,2.42
530,Atikokan,CA,2021-10-20 00:03:55,48.7555,-91.6216,46.04,81,69,10.6
531,Malinyi,TZ,2021-10-20 00:03:55,-8.9333,36.1333,73.15,71,98,2.86
532,Bafra,TR,2021-10-20 00:03:56,41.5678,35.9069,57.81,72,78,5.14
533,Sabile,LV,2021-10-20 00:03:56,57.0458,22.5726,44.89,80,100,11.18
534,Ishigaki,JP,2021-10-20 00:01:22,24.3448,124.1572,77.52,71,99,17.11
535,Keti Bandar,PK,2021-10-20 00:03:57,24.1447,67.4497,78.64,62,1,9.26
536,Mamou,GN,2021-10-20 00:03:57,10.5,-12.0,69.24,93,97,3.36
537,Chifeng,CN,2021-10-20 00:03:58,42.2683,118.9636,37.74,37,6,4.65
538,Hannibal,US,2021-10-20 00:03:58,39.7084,-91.3585,66.47,48,1,4.61
539,Quba,AZ,2021-10-20 00:03:59,41.3626,48.5152,45.46,94,99,3.78
540,Aguimes,ES,2021-10-20 00:03:59,27.9054,-15.4461,72.23,60,0,17.27
541,Abashiri,JP,2021-10-20 00:04:00,44.0213,144.2697,51.94,100,75,4.61
542,Izumo,JP,2021-10-20 00:04:00,35.3667,132.7667,53.35,71,98,13.85
543,Palana,RU,2021-10-20 00:04:00,59.1167,159.9667,21.87,66,100,18.7
544,Mbigou,GA,2021-10-20 00:04:01,-1.9005,11.906,67.23,100,100,2.73
545,Paamiut,GL,2021-10-20 00:04:02,61.994,-49.6678,37.85,62,19,3.76
546,Oriximina,BR,2021-10-20 00:04:02,-1.7656,-55.8661,78.21,79,97,2.75
547,Hervey Bay,AU,2021-10-20 00:04:03,-25.2986,152.8535,83.03,71,0,6.93
548,Talas,TR,2021-10-20 00:04:03,38.6908,35.5538,43.47,76,75,9.22
549,Dalvik,IS,2021-10-20 00:04:04,65.9702,-18.5286,31.51,78,99,18.81
550,Isangel,VU,2021-10-20 00:04:04,-19.55,169.2667,80.19,79,100,10.36
551,Quesnel,CA,2021-10-20 00:04:05,52.9999,-122.5029,52.7,66,100,2.59
552,Saint-Junien,FR,2021-10-20 00:04:05,45.8833,0.9,61.74,78,54,8.95
553,Saint Simons,US,2021-10-20 00:04:06,31.1352,-81.3901,68.04,73,1,0.0
554,Batie,BF,2021-10-20 00:04:06,9.8833,-2.9167,73.98,89,42,4.52
555,Hameenlinna,FI,2021-10-20 00:04:06,60.996,24.4643,42.75,85,100,12.35
